Number_of_sequences,AB-1-0-1,AB-1-1-2,AB-1-10-11,AB-1-11-12,AB-1-12-13,AB-1-14-15,AB-1-2-3,AB-1-3-4,AB-1-4-5,AB-1-5-6,AB-1-6-7,AB-1-7-8,AB-1-8-9,AB-1-9-10
,10743.32,9847.437,NA,13041.696,10705.15,11407.113,9484.356,8645.298,9390.605,9664.44,8948.364,NA,NA,NA
,10747.693,9851.039,NA,13047.494,10708.964,11412.544,9487.551,8648.379,9393.801,9667.742,8951.07,NA,NA,NA
,10752.995,9854.779,NA,13053.459,10713.298,11417.499,9491.257,8651.016,9396.952,9671.078,8953.963,NA,NA,NA
,10757.393,9858.284,NA,13059.875,10717.232,11422.376,9494.588,8653.911,9400.468,9674.467,8956.731,NA,NA,NA
,10762.106,9861.799,NA,13066.121,10721.233,11427.17,9498.26,8657.103,9403.587,9678.031,8959.873,NA,NA,NA
,10766.543,9865.408,NA,13072.078,10725.36,11431.958,9501.35,8660.026,9406.916,9681.518,8962.808,NA,NA,NA
,10771.178,9869.054,NA,13077.935,10729.505,11436.508,9504.595,8663.604,9410.082,9685.01,8965.635,NA,NA,NA
,10776.088,9872.889,NA,13084.292,10733.411,11441.46,9508.499,8666.607,9413.149,9688.381,8968.587,NA,NA,NA
,10780.768,9876.601,NA,13090.311,10737.285,11446.441,9511.973,8669.627,9416.613,9691.932,8971.71,NA,NA,NA
,10785.723,9880.418,NA,13096.479,10741.355,11451.027,9515.149,8673.088,9420.077,9695.353,8974.678,NA,NA,NA
,10790.366,9883.841,NA,13102.74,10745.095,11455.445,9518.562,8676.282,9423.182,9699.001,8977.654,NA,NA,NA
,10795.206,9887.385,NA,13108.392,10749.358,11460.261,9522.322,8679.653,9426.168,9702.443,8980.958,NA,NA,NA
,10800.083,9890.984,NA,13114.047,10753.192,11465.383,9525.699,8683.262,9429.739,9705.391,8983.951,NA,NA,NA
,10805.148,9894.506,NA,13119.704,10757.136,11469.904,9529.358,8686.449,9432.781,9708.59,8986.542,NA,NA,NA
,10810.299,9898.124,NA,13125.927,10761.034,11474.809,9532.617,8689.98,9435.938,9712.033,8989.271,NA,NA,NA
,10815.136,9901.626,NA,13131.691,10764.584,11479.931,9536.287,8692.992,9439.071,9715.106,8992.202,NA,NA,NA
,10820.19,9905.348,NA,13137.772,10768.33,11484.758,9539.842,8695.772,9442.246,9718.316,8994.92,NA,NA,NA
,10822.207,9907.04,NA,13140.637,10770.148,11487,9541.357,8697.202,9443.639,9719.757,8996.014,NA,NA,NA
,10825.015,9908.96,NA,13144.319,10772.047,NA,9543.094,8699.002,9445.256,9721.63,8997.388,NA,NA,NA
,10830.123,9912.473,NA,13150.009,10776.545,NA,9546.534,8702.017,9448.564,9724.989,9000.127,NA,NA,NA
,10834.825,9915.769,NA,13156.051,10781.165,NA,9549.683,8705.31,9451.839,9728.441,9002.917,NA,NA,NA
,10839.304,9919.359,NA,13162.231,10784.7,NA,9553.223,8708.435,9454.707,9731.92,9005.74,NA,NA,NA
,10844.53,9922.786,NA,13168.686,10788.489,NA,9556.668,8711.527,9457.97,9734.935,9008.836,NA,NA,NA
,10848.863,9926.399,NA,13174.629,10792.161,NA,9560.083,8714.525,9461.234,9738.147,9011.353,NA,NA,NA
,10853.721,9929.708,NA,13180.478,10796.457,NA,9563.802,8717.777,9464.57,9741.086,9014.364,NA,NA,NA
,10858.528,9933.337,NA,13185.999,10800.572,NA,9567.513,8721.069,9467.633,9744.161,9017.023,NA,NA,NA
,10863.323,9937.46,NA,13191.904,10804.254,NA,9570.689,8724.205,9470.847,9747.693,9019.83,NA,NA,NA
,10867.973,9941.143,NA,13198.014,10808.192,NA,9574.378,8727.491,9474.223,9751.329,9023.192,NA,NA,NA
,10872.826,9944.912,NA,13203.959,10812.045,NA,9577.662,8730.66,9477.232,9754.535,9025.843,NA,NA,NA
,10878.151,9948.303,NA,13209.948,10815.853,NA,9581.166,8733.739,9480.76,9757.883,9028.678,NA,NA,NA
,10882.838,9951.981,NA,13215.965,10819.844,NA,9584.419,8736.706,9484.085,9761.48,9031.842,NA,NA,NA
,10887.832,9955.504,NA,13221.938,10823.496,NA,9587.963,8739.994,9487.322,9764.842,9034.619,NA,NA,NA
,10892.767,9959.191,NA,13228.071,10827.639,NA,9591.569,8743.132,9490.598,9768.003,9037.621,NA,NA,NA
,10897.834,9962.907,NA,13234.137,10831.582,NA,9595.052,8746.239,9494.382,9771.155,9040.381,NA,NA,NA
,10902.545,9966.726,NA,13239.669,10835.164,NA,9598.073,8748.995,9497.627,9774.361,9043.395,NA,NA,NA
,10907.105,9970.239,NA,13245.785,10839.184,NA,9602.037,8751.936,9500.899,9777.957,9045.95,NA,NA,NA
,10912.068,9973.973,NA,13252.153,10843.333,NA,9605.077,8754.931,9504.077,9781.119,9048.556,NA,NA,NA
,10916.826,9977.422,NA,13258.516,10847.141,NA,9609.063,8758.045,9507.242,9784.491,9051.342,NA,NA,NA
,10921.621,9980.649,NA,13264.692,10851.389,NA,9612.209,8760.994,9510.398,9788.307,9053.962,NA,NA,NA
,10926.28,9983.999,NA,13270.674,10855.627,NA,9615.63,8764.072,9514.053,9791.353,9056.908,NA,NA,NA
,10930.678,9987.508,NA,13276.592,10859.29,NA,9619.057,8767.361,9517.146,9794.536,9059.949,NA,NA,NA
,10935.386,9990.983,NA,13282.712,10863.162,NA,9621.669,8770.25,9520.426,9797.936,9063.267,NA,NA,NA
,10940.245,9994.983,NA,13288.59,10866.945,NA,9625.509,8773.058,9523.385,9801.193,9066.155,NA,NA,NA
,10944.818,9998.439,NA,13295.309,10870.875,NA,9628.973,8776.378,9526.595,9804.193,9068.595,NA,NA,NA
,10949.58,10002.148,NA,13301.18,10874.971,NA,9631.812,8779.748,9530.105,9807.393,9071.691,NA,NA,NA
,10954.38,10005.632,NA,13306.765,10878.563,NA,9635.401,8782.617,9533.054,9810.636,9074.72,NA,NA,NA
,10959.224,10009.44,NA,13312.492,10882.279,NA,9638.566,8786.042,9536.201,9814.063,9077.832,NA,NA,NA
,10963.711,10013.516,NA,13318.761,10886.253,NA,9641.76,8789.149,9538.97,9817.447,9081.165,NA,NA,NA
,10968.321,10017.208,NA,13324.412,10890.365,NA,9645.482,8792.411,9542.055,9820.711,9083.95,NA,NA,NA
,10972.977,10021.263,NA,13330.534,10894.392,NA,9648.723,8795.958,9545.436,9823.538,9086.759,NA,NA,NA
,10975.207,10022.971,NA,13333.755,10896.277,NA,9650.38,8797.485,9547.176,9825.066,9088.197,NA,NA,NA
,10977.244,10024.553,NA,13337.043,10898.312,NA,9651.723,8799.217,9548.672,9826.808,9089.475,NA,NA,NA
,10981.735,10028.003,NA,13342.723,10901.955,NA,9654.857,8802.103,9551.96,9829.877,9092.533,NA,NA,NA
,10986.818,10031.989,NA,13348.666,10905.63,NA,9658.511,8805.203,9555.33,9832.969,9095.553,NA,NA,NA
,10992.055,10035.539,NA,13354.333,10909.375,NA,9662.05,8808.407,9558.804,9836.141,9098.489,NA,NA,NA
,10997.09,10038.923,NA,13360.271,10913.073,NA,9665.772,8811.109,9562.116,9839.386,9101.263,NA,NA,NA
,11002.032,10042.688,NA,13366.32,10917.169,NA,9669.139,8814.61,9565.241,9842.693,9104.34,NA,NA,NA
,11006.892,10046.237,NA,13372.436,10921.103,NA,9672.888,8817.915,9568.76,9845.914,9107.024,NA,NA,NA
,11011.845,10049.591,NA,13378.451,10925.036,NA,9676.543,8820.736,9572.128,9849.682,9109.729,NA,NA,NA
,11016.757,10053.584,NA,13384.374,10928.818,NA,9680.444,8823.652,9575.627,9853.429,9112.902,NA,NA,NA
,11021.472,10057.044,NA,13390.496,10932.355,NA,9683.783,8827.148,9578.975,9856.68,9115.895,NA,NA,NA
,11026.544,10060.845,NA,13396.254,10935.917,NA,9687.569,8830.472,9582.03,9859.949,9118.608,NA,NA,NA
,11031.017,10064.158,NA,13402.337,10939.778,NA,9690.925,8833.474,9585.555,9863.362,9121.383,NA,NA,NA
,11035.665,10068.03,NA,13408.309,10943.91,NA,9694.679,8836.41,9588.825,9866.619,9124.152,NA,NA,NA
,11040.025,10071.565,NA,13414.26,10947.74,NA,9697.777,8839.616,9591.617,9870.012,9127.14,NA,NA,NA
,11044.659,10075.508,NA,13419.726,10951.734,NA,9701.235,8842.499,9594.888,9873.505,9130.011,NA,NA,NA
,11049.448,10079.362,NA,13425.383,10955.3,NA,9704.713,8845.095,9597.992,9876.908,9132.844,NA,NA,NA
,11054.125,10082.748,NA,13431.487,10958.942,NA,9708.377,8848.502,9601.375,9880.361,9135.911,NA,NA,NA
,11058.221,10086.433,NA,13436.892,10962.875,NA,9711.89,8851.363,9604.842,9883.942,9139.018,NA,NA,NA
,11063.09,10090.038,NA,13442.799,10966.666,NA,9715.402,8854.268,9607.63,9887.028,9141.792,NA,NA,NA
,11067.932,10093.766,NA,13448.517,10970.435,NA,9718.136,8857.676,9611.212,9890.343,9144.497,NA,NA,NA
,11072.418,10096.925,NA,13453.988,10974.088,NA,9721.294,8860.777,9614.508,9893.139,9147.519,NA,NA,NA
,11077.28,10100.483,NA,13459.436,10978.2,NA,9725.173,8863.852,9617.785,9896.367,9150.571,NA,NA,NA
,11082.058,10104.126,NA,13465.146,10982.354,NA,9729.057,8867.066,9621.081,9899.495,9153.314,NA,NA,NA
,11086.709,10107.915,NA,13471.537,10986.273,NA,9732.235,8870.443,9624.346,9902.732,9155.973,NA,NA,NA
,11091.575,10111.422,NA,13477.638,10989.873,NA,9735.648,8873.813,9627.322,9905.748,9159.05,NA,NA,NA
,11096.444,10114.981,NA,13483.893,10993.578,NA,9738.97,8877.169,9630.657,9909.069,9161.639,NA,NA,NA
,11101.412,10118.501,NA,13490.088,10997.397,NA,9742.276,8880.15,9633.829,9912.599,9164.504,NA,NA,NA
,11105.947,10122.1,NA,13495.804,11001.346,NA,9745.884,8883.018,9637.168,9915.757,9166.957,NA,NA,NA
,11110.961,10125.806,NA,13501.759,11005.294,NA,9749.295,8885.966,9640.526,9918.813,9169.731,NA,NA,NA
,11115.213,10129.523,NA,13507.262,11009.198,NA,9752.454,8889.095,9644.046,9922.114,9172.356,NA,NA,NA
,11120.109,10133.123,NA,13512.87,11012.779,NA,9755.758,8892.13,9646.994,9925.224,9175.352,NA,NA,NA
,11125.265,10136.622,NA,13518.916,11016.425,NA,9758.793,8895.462,9650.304,9928.69,9178.081,NA,NA,NA
,11129.846,10140.312,NA,13524.988,11019.969,NA,9762.313,8898.574,9653.576,9931.709,9180.824,NA,NA,NA
,11134.425,10144.057,NA,13531.313,11024.062,NA,9765.448,8901.635,9656.747,9935.232,9184.06,NA,NA,NA
,11138.869,10147.957,NA,13537.353,11027.97,NA,9768.87,8904.198,9659.447,9938.711,9186.917,NA,NA,NA
,11143.885,10151.716,NA,13543.431,11032.028,NA,9772.081,8907.144,9662.468,9941.749,9189.881,NA,NA,NA
,11148.493,10155.23,NA,13549.634,11036.126,NA,9775.407,8909.889,9665.747,9944.86,9192.348,NA,NA,NA
,11153.168,10158.774,NA,13555.26,11039.756,NA,9779.178,8912.832,9668.747,9947.845,9195.483,NA,NA,NA
,11157.489,10162.115,NA,13561.397,11043.245,NA,9782.649,8916.082,9671.969,9950.886,9198.377,NA,NA,NA
,11162.345,10165.904,NA,13567.177,11046.852,NA,9785.745,8919.431,9675.116,9954.107,9201.201,NA,NA,NA
,11166.75,10169.657,NA,13573.358,11050.429,NA,9789.246,8922.315,9678.506,9957.249,9204.024,NA,NA,NA
,11171.81,10173.076,NA,13579.834,11054.066,NA,9792.965,8925.068,9681.425,9960.322,9207.02,NA,NA,NA
,11176.102,10176.533,NA,13585.989,11058.04,NA,9796.649,8928.02,9684.637,9963.898,9210.254,NA,NA,NA
,11180.559,10180.142,NA,13591.702,11061.93,NA,9799.939,8931.151,9687.981,9966.768,9212.793,NA,NA,NA
,11185.475,10183.743,NA,13597.247,11066.134,NA,9803.724,8934.452,9691.186,9969.841,9215.443,NA,NA,NA
,11189.899,10187.339,NA,13603.146,11069.973,NA,9806.911,8937.561,9694.078,9973.14,9218.029,NA,NA,NA
,11194.606,10190.595,NA,13609.113,11073.729,NA,9810.67,8940.915,9697.249,9975.787,9220.864,NA,NA,NA
,11199.206,10193.906,NA,13614.892,11077.511,NA,9814.36,8944.121,9700.209,9978.961,9223.73,NA,NA,NA
,11203.814,10197.429,NA,13620.82,11081.263,NA,9817.961,8947.224,9703.643,9981.784,9226.443,NA,NA,NA
,11208.578,10200.786,NA,13626.725,11084.913,NA,9820.83,8950.448,9706.351,9984.617,9229.013,NA,NA,NA
,11213.117,10204.338,NA,13632.672,11088.905,NA,9824.537,8953.27,9709.423,9988.005,9232,NA,NA,NA
,11218.124,10207.873,NA,13638.407,11092.539,NA,9828.165,8956.112,9712.687,9990.975,9234.906,NA,NA,NA
,11222.624,10211.228,NA,13644.04,11096.144,NA,9831.447,8959.238,9715.801,9994.133,9237.5,NA,NA,NA
,11227.386,10214.709,NA,13649.392,11099.861,NA,9834.851,8961.94,9719.301,9997.318,9240.344,NA,NA,NA
,11232.261,10217.906,NA,13655.56,11103.586,NA,9838.285,8965.027,9722.314,10000.301,9243.104,NA,NA,NA
,11237.085,10221.394,NA,13661.26,11107.641,NA,9841.585,8968.189,9725.409,10003.578,9245.916,NA,NA,NA
,11242.171,10224.493,NA,13667.224,11111.477,NA,9844.816,8971.479,9728.171,10007.092,9248.495,NA,NA,NA
,11246.94,10228.224,NA,13673.294,11115.39,NA,9848.527,8974.338,9731.258,10010.122,9251.39,NA,NA,NA
,11251.705,10231.631,NA,13679.16,11119.033,NA,9852.24,8977.19,9734.539,10013.263,9253.972,NA,NA,NA
,11256.344,10235.708,NA,13685.086,11123.289,NA,9855.889,8980.106,9737.684,10016.242,9256.513,NA,NA,NA
,11261.1,10239.348,NA,13690.429,11126.887,NA,9859.796,8982.806,9740.78,10019.461,9259.55,NA,NA,NA
,11265.536,10242.948,NA,13696.683,11130.646,NA,9862.961,8985.76,9744.06,10022.664,9262.257,NA,NA,NA
,11271.003,10246.257,NA,13702.364,11134.199,NA,9866.101,8988.787,9747.273,10025.801,9264.981,NA,NA,NA
,11272.065,10247,NA,13703.446,11134.784,NA,9866.761,8989.526,9748.042,10026.657,9265.495,NA,NA,NA
,11275.943,NA,NA,13708.54,11137.829,NA,9869.643,8991.655,9750.314,10029.158,9267.877,NA,NA,NA
,11280.665,NA,NA,13714.382,11141.88,NA,9872.917,8994.909,9753.125,10032.276,9270.631,NA,NA,NA
,11285.017,NA,NA,13720.311,11145.391,NA,9876.068,8998.181,9756.438,10035.378,9273.034,NA,NA,NA
,11289.761,NA,NA,13726.535,11149.11,NA,9878.978,9001.489,9759.45,10038.98,9275.789,NA,NA,NA
,11294.781,NA,NA,13732.167,11152.801,NA,9882.132,9004.378,9762.448,10042.413,9278.46,NA,NA,NA
,11299.426,NA,NA,13738.384,11156.703,NA,9885.117,9007.294,9765.538,10045.095,9280.906,NA,NA,NA
,11304.055,NA,NA,13744.007,11160.527,NA,9888.322,9010.486,9768.627,10047.788,9283.609,NA,NA,NA
,11308.964,NA,NA,13749.686,11164.384,NA,9891.686,9013.002,9772.034,10051.048,9286.431,NA,NA,NA
,11313.765,NA,NA,13755.452,11168.049,NA,9895.039,9016.349,9774.862,10054.144,9289.544,NA,NA,NA
,11316.53,NA,NA,13758.697,11170.087,NA,9896.97,9018.237,9776.716,10055.838,9291.091,NA,NA,NA
,11318.744,NA,NA,13761.161,11171.713,NA,9898.229,9019.451,9778.199,10057.337,9292.319,NA,NA,NA
,11323.28,NA,NA,13767.458,11175.511,NA,9901.413,9022.217,9781.508,10060.576,9295.213,NA,NA,NA
,11328.289,NA,NA,13773.075,11179.244,NA,9904.971,9025.045,9784.518,10063.389,9298.109,NA,NA,NA
,11333.015,NA,NA,13778.79,11182.558,NA,9908.231,9027.692,9788.065,10066.63,9300.659,NA,NA,NA
,11337.481,NA,NA,13784.293,11185.693,NA,9911.744,9030.502,9791.123,10069.529,9303.074,NA,NA,NA
,11342.343,NA,NA,13790.214,11189.625,NA,9915.278,9033.575,9793.901,10072.888,9305.735,NA,NA,NA
,11347.173,NA,NA,13796.318,11193.17,NA,9918.68,9036.739,9797.393,10076.173,9308.364,NA,NA,NA
,11351.721,NA,NA,13802.302,11196.679,NA,9922.067,9039.965,9800.536,10079.575,9311.116,NA,NA,NA
,11356.17,NA,NA,13808.164,11200.974,NA,9925.107,9043.287,9803.467,10082.584,9313.63,NA,NA,NA
,11360.92,NA,NA,13814.101,11205.027,NA,9928.702,9046.033,9806.661,10085.812,9316.156,NA,NA,NA
,11365.183,NA,NA,13819.407,11208.976,NA,9932.092,9048.856,9810.334,10088.986,9318.563,NA,NA,NA
,11369.895,NA,NA,13826.056,11212.634,NA,9935.365,9051.708,9813.18,10091.992,9321.283,NA,NA,NA
,11374.605,NA,NA,13831.919,11216.518,NA,9938.617,9054.64,9816.088,10095.125,9323.91,NA,NA,NA
,11379.174,NA,NA,13837.696,11220.744,NA,9941.532,9057.915,9819.388,10098.239,9326.766,NA,NA,NA
,11383.927,NA,NA,13843.368,11224.383,NA,9944.759,9060.835,9822.451,10100.998,9329.472,NA,NA,NA
,11388.446,NA,NA,13848.682,11228.201,NA,9948.347,9063.403,9825.752,10104.077,9332.111,NA,NA,NA
,11393.226,NA,NA,13854.971,11232.367,NA,9951.276,9066.373,9828.625,10107.048,9334.611,NA,NA,NA
,11397.849,NA,NA,13860.762,11235.776,NA,9954.704,9069.086,9831.836,10110.145,9337.374,NA,NA,NA
,11402.502,NA,NA,13867.115,11239.654,NA,9957.957,9071.75,9834.723,10113.158,9339.947,NA,NA,NA
,11407.035,NA,NA,13872.61,11243.52,NA,9961.015,9074.61,9837.515,10116.227,9342.26,NA,NA,NA
,11412.142,NA,NA,13878.649,11247.378,NA,9964.699,9077.141,9840.453,10119.34,9344.982,NA,NA,NA
,11416.501,NA,NA,13884.805,11251.101,NA,9968.113,9080.076,9843.514,10122.731,9347.983,NA,NA,NA
,11421.558,NA,NA,13890.598,11254.583,NA,9971.252,9083.124,9846.859,10125.991,9350.807,NA,NA,NA
,11426.07,NA,NA,13897.06,11258.539,NA,9974.252,9086.07,9850.379,10128.919,9353.36,NA,NA,NA
,11430.953,NA,NA,13903.651,11262.432,NA,9977.763,9088.846,9853.395,10132.073,9355.848,NA,NA,NA
,11435.32,NA,NA,13910.063,11265.76,NA,9981.257,9091.64,9856.669,10135.314,9358.801,NA,NA,NA
,11440.064,NA,NA,13916.021,11269.349,NA,9984.315,9094.692,9859.746,10138.473,9361.484,NA,NA,NA
,11444.697,NA,NA,13921.826,11273.06,NA,9987.704,9097.611,9863.197,10141.247,9364.231,NA,NA,NA
,11449.056,NA,NA,13927.54,11276.693,NA,9991.523,9100.478,9866.319,10144.56,9367.073,NA,NA,NA
,11453.476,NA,NA,13933.326,11280.127,NA,9994.877,9103.697,9869.817,10147.724,9369.827,NA,NA,NA
,11458.104,NA,NA,13939.177,11284.244,NA,9998.66,9106.399,9872.766,10150.85,9372.552,NA,NA,NA
,11462.451,NA,NA,13944.922,11287.58,NA,10001.959,9109.407,9875.655,10153.773,9375.457,NA,NA,NA
,11467.394,NA,NA,13951.125,11291.276,NA,10004.867,9112.437,9878.933,10156.707,9378.215,NA,NA,NA
,11472.361,NA,NA,13957.294,11295.782,NA,10008.015,9115.351,9882.355,10160.141,9380.65,NA,NA,NA
,11477.048,NA,NA,13962.743,11299.694,NA,10011.214,9118.323,9885.218,10163.4,9383.651,NA,NA,NA
,11481.465,NA,NA,13968.413,11303.085,NA,10014.842,9121.046,9887.983,10166.684,9386.616,NA,NA,NA
,11485.926,NA,NA,13974.346,11306.369,NA,10018.508,9123.703,9891.096,10169.816,9389.395,NA,NA,NA
,11490.594,NA,NA,13980.572,11310.178,NA,10021.501,9126.375,9894.512,10172.799,9391.961,NA,NA,NA
,11495.137,NA,NA,13986.268,11313.635,NA,10024.838,9129.406,9897.708,10175.811,9394.689,NA,NA,NA
,11499.27,NA,NA,13992.181,11317.228,NA,10027.789,9132.347,9901.029,10178.763,9397.237,NA,NA,NA
,11504.305,NA,NA,13997.834,11321.1,NA,10031.227,9135.296,9903.871,10181.422,9399.581,NA,NA,NA
,11509.023,NA,NA,14003.854,11324.766,NA,10034.593,9138.243,9907.143,10184.7,9402.43,NA,NA,NA
,11513.644,NA,NA,14009.621,11328.298,NA,10037.909,9141.374,9910.033,10188.131,9404.917,NA,NA,NA
,11517.97,NA,NA,14015.3,11331.926,NA,10041.21,9144.509,9913.036,10191.037,9407.629,NA,NA,NA
,11522.404,NA,NA,14021.029,11335.61,NA,10044.469,9147.674,9916.229,10194.502,9410.313,NA,NA,NA
,11526.779,NA,NA,14026.754,11339.467,NA,10047.593,9150.65,9919.181,10197.822,9412.928,NA,NA,NA
,11531.032,NA,NA,14032.316,11343.287,NA,10050.918,9153.435,9922.324,10200.713,9415.496,NA,NA,NA
,11535.437,NA,NA,14038.227,11347.049,NA,10054.095,9156.066,9925.241,10203.84,9418.215,NA,NA,NA
,11540.131,NA,NA,14043.976,11350.846,NA,10057.544,9159.064,9928.006,10206.634,9420.918,NA,NA,NA
,11544.919,NA,NA,14050.144,11354.455,NA,10060.663,9161.504,9931.374,10209.488,9423.288,NA,NA,NA
,11549.907,NA,NA,14055.895,11358.161,NA,10063.702,9164.39,9934.429,10212.45,9425.985,NA,NA,NA
,11554.911,NA,NA,14061.846,11361.574,NA,10066.797,9167.12,9937.421,10215.399,9428.755,NA,NA,NA
,11559.724,NA,NA,14067.406,11365.326,NA,10070.203,9170.219,9940.243,10218.494,9431.524,NA,NA,NA
,11564.357,NA,NA,14073.395,11369.242,NA,10073.46,9173.086,9943.051,10221.539,9433.799,NA,NA,NA
,11568.683,NA,NA,14078.991,11372.631,NA,10076.39,9175.723,9946.483,10224.759,9436.443,NA,NA,NA
,11573.212,NA,NA,14085.33,11376.513,NA,10079.619,9178.346,9949.725,10228.045,9439.119,NA,NA,NA
,11578.314,NA,NA,14091.22,11380.255,NA,10082.797,9181.425,9952.483,10230.868,9441.85,NA,NA,NA
,11582.528,NA,NA,14096.912,11383.915,NA,10086.162,9184.7,9955.541,10234.024,9444.872,NA,NA,NA
,11587.216,NA,NA,14102.765,11387.373,NA,10089.182,9187.614,9958.224,10237.139,9447.459,NA,NA,NA
,11591.619,NA,NA,14108.345,11390.932,NA,10092.456,9190.675,9961.588,10240.416,9450.101,NA,NA,NA
,11596.285,NA,NA,14114.322,11394.958,NA,10095.579,9193.479,9964.484,10243.631,9452.775,NA,NA,NA
,11600.841,NA,NA,14119.671,11398.664,NA,10099,9196.547,9967.311,10246.867,9455.754,NA,NA,NA
,11605.212,NA,NA,14125.588,11402.309,NA,10102.464,9199.774,9970.201,10250.06,9458.375,NA,NA,NA
,11609.545,NA,NA,14131.467,11406.227,NA,10106.102,9202.776,9973.361,10252.982,9461.196,NA,NA,NA
,11614.742,NA,NA,14137.387,11410.087,NA,10109.075,9205.438,9976.582,10256.394,9464.236,NA,NA,NA
,11619.288,NA,NA,14143.278,11413.662,NA,10111.976,9208.216,9979.496,10259.585,9467.003,NA,NA,NA
,11623.966,NA,NA,14148.738,11417.238,NA,10115.447,9210.749,9982.585,10262.764,9469.409,NA,NA,NA
,11628.448,NA,NA,14154.173,11420.951,NA,10118.971,9213.778,9985.586,10265.83,9472.13,NA,NA,NA
,11632.774,NA,NA,14159.595,11425.082,NA,10122.332,9216.545,9988.482,10268.732,9474.51,NA,NA,NA
,11637.599,NA,NA,14166.183,11429.029,NA,10125.774,9219.798,9991.526,10271.815,9477.807,NA,NA,NA
,11641.858,NA,NA,14172.214,11433.192,NA,10128.991,9222.791,9994.416,10275.117,9480.313,NA,NA,NA
,11646.343,NA,NA,14178.388,11436.92,NA,10132.116,9226.026,9997.804,10278.402,9482.744,NA,NA,NA
,11650.863,NA,NA,14184.015,11440.355,NA,10135.545,9229.138,10000.765,10281.612,9485.182,NA,NA,NA
,11655.5,NA,NA,14190.225,11443.856,NA,10138.814,9232.031,10003.819,10284.739,9488.131,NA,NA,NA
,11659.981,NA,NA,14196.402,11447.274,NA,10141.972,9235.366,10007.318,10287.803,9490.726,NA,NA,NA
,11664.152,NA,NA,14201.866,11450.7,NA,10145.204,9238.215,10010.252,10290.81,9493.485,NA,NA,NA
,11668.542,NA,NA,14207.91,11454.212,NA,10148.459,9241.228,10013.042,10293.472,9496.161,NA,NA,NA
,11673.292,NA,NA,14213.383,11457.987,NA,10151.688,9243.996,10015.803,10296.374,9498.647,NA,NA,NA
,11677.81,NA,NA,14218.859,11461.324,NA,10154.64,9246.735,10018.863,10299.777,9501.037,NA,NA,NA
,11682.441,NA,NA,14224.442,11464.686,NA,10157.798,9249.596,10021.815,10302.818,9503.469,NA,NA,NA
,11684.975,NA,NA,14227.799,11466.935,NA,10159.483,9251.471,10023.666,10304.939,9504.91,NA,NA,NA
,11686.777,NA,NA,14229.822,11468.598,NA,10160.648,9252.567,10024.797,10306.296,9505.941,NA,NA,NA
,11691.201,NA,NA,14235.569,11472.457,NA,10164.1,9255.434,10027.83,10309.013,9508.248,NA,NA,NA
,11695.618,NA,NA,14241.002,11476.236,NA,10167.103,9258.315,10030.66,10312.382,9511.067,NA,NA,NA
,11700.192,NA,NA,14246.438,11479.877,NA,10170.523,9261.448,10033.669,10315.883,9513.692,NA,NA,NA
,11704.676,NA,NA,14252.672,11483.438,NA,10173.825,9264.42,10036.427,10319.074,9516.239,NA,NA,NA
,11709.618,NA,NA,14258.484,11487.119,NA,10177.145,9266.938,10039.408,10322.117,9518.988,NA,NA,NA
,11714.088,NA,NA,14264.35,11490.772,NA,10180.437,9269.721,10042.35,10325.468,9521.628,NA,NA,NA
,11718.762,NA,NA,14269.922,11494.714,NA,10183.683,9272.608,10045.359,10328.629,9524.285,NA,NA,NA
,11723.433,NA,NA,14275.548,11498.243,NA,10186.931,9275.46,10048.624,10331.34,9526.915,NA,NA,NA
