Number_of_sequences,AB-2-1-2,AB-2-13-14,AB-2-14-15,AB-2-16-17,AB-2-17-18,AB-2-18-19,AB-2-2-3,AB-2-3-4,AB-2-4-5,AB-2-0-1,AB-2-10-11,AB-2-12-13,AB-2-5-6,AB-2-6-7,AB-2-7-8,AB-2-8-9,AB-2-9-10
15800,3901.119,3690.501,3286.678,3841.319,3536.715,3302.681,3592.98,3944.693,4103.408,3526.835,3777.146,3442.577,4027.201,4140.759,4058.774,4097.757,3890.905
15900,3918.162,3705.689,3300.116,3857.92,3551.157,3316.506,3609.021,3961.306,4120.991,3542.106,3793.324,3456.718,4044.84,4158.37,4075.646,4114.69,3908.21
16000,3935.308,3721.524,3314.207,3874.772,3565.76,3330.056,3625.318,3978.31,4139.114,3557.092,3810.415,3470.875,4061.946,4175.617,4092.722,4131.011,3925.435
16100,3951.603,3736.965,3327.93,3891.536,3581.191,3343.865,3639.741,3996.078,4155.554,3571.702,3826.83,3484.401,4078.649,4192.303,4108.255,4146.227,3942.455
16200,3968.614,3753.262,3341.916,3907.544,3596.775,3358.042,3655.229,4012.94,4173.009,3586.497,3843.608,3498.798,4096.166,4210.022,4125.149,4162.681,3958.443
16300,3986.31,3768.898,3356.487,3924.386,3611.713,3371.932,3671.065,4029.554,4190.313,3600.794,3859.371,3512.748,4113.611,4227.819,4141.082,4180.083,3976.19
16400,4002.967,3784.37,3369.892,3941.299,3626.986,3385.277,3686.817,4046.273,4207.192,3615.174,3875.123,3526.945,4130.78,4244.874,4157.298,4196.228,3994.153
16500,4020.101,3799.769,3383.311,3957.053,3642.562,3398.808,3702.065,4063.409,4223.868,3629.986,3891.854,3541.549,4147.459,4262.506,4173.333,4213.507,4011.061
16600,4037.539,3814.756,3396.992,3973.777,3657.309,3412.593,3717.322,4080.728,4240.926,3644.602,3907.914,3555.36,4163.954,4280.236,4189.127,4229.477,4028.182
16700,4055.064,3830.531,3410.994,3990.567,3672.785,3426.274,3732.051,4098.437,4258.134,3660.182,3925.669,3570.091,4180.697,4298.173,4206.274,4247.032,4044.867
16800,4071.638,3846.169,3424.584,4007.528,3687.341,3440.105,3748.117,4115.978,4275.155,3675.437,3941.6,3584.133,4197.674,4314.791,4222.455,4263.831,4061.668
16900,4088.836,3861.513,3438.677,4023.625,3701.765,3453.384,3763.018,4132.736,4291.972,3689.35,3957.287,3597.652,4213.781,4333.021,4238.57,4279.828,4077.615
17000,4105.712,3876.574,3452.339,4039.665,3716.18,3466.969,3778.008,4149.817,4308.882,3703.6,3973.892,3610.951,4230.652,4349.712,4254.837,4295.265,4093.528
17100,4123.006,3891.996,3465.627,4055.068,3730.74,3481.724,3793.227,4166.954,4326.201,3718.15,3989.875,3624.712,4247.25,4366.637,4270.975,4311.208,4109.795
17200,4139.04,3907.185,3479.269,4070.906,3745.119,3494.3,3808.32,4184.029,4343.334,3732.781,4006.187,3638.449,4263.548,4382.885,4286.528,4327.613,4126.191
17300,4155.89,3923.321,3493.08,4086.832,3760.043,3507.866,3822.899,4199.849,4359.934,3747.663,4022.298,3652.14,4279.717,4399.863,4302.718,4344.276,4142.718
17400,4172.631,3938.87,3507.397,4102.543,3774.831,3521.003,3837.75,4217.123,4377.487,3762.075,4038.677,3665.675,4296.734,4416.312,4318.943,4360.943,4159.044
17500,4188.364,3953.411,3521.378,4118.039,3789.729,3534.448,3852.384,4233.965,4395.041,3775.913,4054.899,3679.7,4313.801,4433.109,4335.348,4376.727,4175.663
17600,4205.978,3968.955,3533.928,4134.15,3804.421,3548.576,3867.405,4250.576,4413.016,3790.519,4070.776,3693.039,4330.171,4449.645,4350.326,4392.566,4191.588
17700,4223.261,3984.208,3547.49,4149.628,3819.225,3562.085,3882.026,4267.416,4429.275,3804.805,4086.448,3707.318,4346.852,4465.864,4366.202,4408.217,4208.084
17800,4239.946,3999.064,3560.865,4165.078,3833.89,3574.646,3896.686,4283.755,4445.652,3819.447,4102.38,3721.127,4364.125,4483.209,4382.667,4424.005,4224.46
17900,4255.97,4015.079,3575.164,4180.751,3848.522,3588.075,3911.309,4300.584,4462.799,3834.12,4118.194,3734.626,4380.236,4499.499,4398.437,4439.925,4240.528
18000,4272.424,4030.068,3588.08,4196.149,3862.83,3602.087,3925.543,4317.946,4478.863,3848.314,4133.8,3748.014,4396.667,4516.861,4414.046,4456.284,4256.189
18100,4288.538,4044.82,3602.241,4211.132,3877.555,3615.977,3939.745,4334.669,4495.474,3862.67,4148.82,3761.768,4413.494,4533.124,4429.417,4473.011,4272.788
18200,4304.778,4059.842,3615.074,4225.892,3891.279,3629.204,3954.451,4350.752,4511.809,3876.581,4165.366,3774.92,4430.493,4549.36,4445.497,4488.243,4288.728
18300,4321.133,4074.509,3628.771,4242.091,3905.745,3641.688,3969.45,4368.145,4527.944,3890.811,4180.391,3788.575,4446.23,4565.692,4460.792,4504.376,4304.956
18400,4337.096,4089.877,3642.021,4257.246,3919.927,3654.798,3983.8,4384.325,4544.512,3905.438,4196.742,3802.328,4463.231,4581.11,4475.999,4519.498,4321.073
18500,4352.935,4104.62,3655.539,4272.348,3933.858,3667.595,3998.577,4400.594,4561.393,3919.061,4212.562,3815.631,4479.754,4598.122,4492.125,4534.96,4337.355
18600,4369.255,4119.76,3669.026,4287.599,3948.409,3681.361,4012.745,4417.201,4577.97,3933.529,4228.054,3829.174,4495.975,4614.805,4507.532,4550.538,4353.101
18700,4385.137,4134.253,3682.405,4302.462,3962.74,3695.021,4027.498,4433.398,4594.38,3947.451,4244.083,3843.344,4512.104,4630.826,4523.435,4566.651,4369.392
18800,4401.19,4148.545,3695.615,4317.246,3977.4,3707.971,4041.994,4449.422,4611.569,3961.558,4259.836,3856.676,4528.114,4647.569,4538.895,4581.874,4385.5
18900,4418.487,4163.749,3708.903,4333.42,3991.403,3721.648,4057.242,4466.008,4628.234,3976.219,4274.786,3870.35,4543.69,4664.367,4554.146,4597.632,4401.098
19000,4434.729,4178.192,3721.805,4348.978,4005.31,3734.602,4071.555,4481.984,4645.212,3989.596,4290.016,3883.59,4559.733,4680.49,4568.552,4611.973,4417.401
19100,4451.322,4192.885,3735.201,4363.754,4019.473,3748.716,4087.307,4498.79,4662.052,4003.693,4306.614,3897.024,4575.546,4696.375,4584.63,4627.615,4433.701
19200,4466.803,4207.114,3748.676,4378.702,4034.219,3762.054,4101.401,4514.543,4678.339,4017.611,4322.731,3910.148,4592.417,4712.178,4599.409,4642.914,4449.245
19300,4483.371,4221.909,3761.949,4394.363,4049.158,3775.208,4115.14,4530.843,4693.737,4031.611,4337.778,3923.138,4609.03,4728.332,4615.07,4659.454,4465.141
19400,4499.572,4237.285,3774.201,4410.318,4063.977,3787.739,4129.887,4546.667,4708.517,4045.295,4352.95,3936.5,4624.083,4744.608,4630.156,4675.163,4481.37
19455,4508.968,4244.892,3781.156,4419.068,4072.299,3795.523,4137.903,4555.082,4717.206,4052.944,4361.672,3944.163,4632.629,4753.354,4638.247,4683.443,4489.533
19500,4516.5,4251.822,3786.933,4426.263,4078.891,3801.234,4144.55,4562.238,4724.246,4058.97,4368.533,3950.222,4639.323,4760.296,4645.005,4690.523,4496.163
19600,4532.232,4266.271,3799.913,4440.953,4093.002,3814.216,4159.79,4577.557,4740.525,4072.202,4383.562,3963.871,4655.267,4776.666,4660.347,4705.679,4512.904
19700,4549.762,4280.402,3813.098,4456.611,4107.758,3827.176,4173.714,4594.18,4756.402,4086.513,4398.55,3976.523,4671.305,4792.431,4676.162,4721.254,4528.288
19800,4566.284,4295.905,3825.672,4472.084,4121.645,3840.401,4188.355,4610.175,4772.48,4100.334,4413.619,3990.119,4687.101,4808.291,4691.485,4736.24,4543.722
19900,4582.373,4310.584,3838.994,4487.238,4135.623,3853.779,4201.574,4626.074,4788.516,4114.158,4429.261,4003.37,4702.511,4824.089,4706.705,4751.112,4559.632
20000,4599.017,4324.676,3851.573,4502.337,4150.371,3867.309,4215.915,4641.412,4804.152,4128.085,4444.307,4016.278,4717.848,4840.877,4721.347,4766.388,4574.735
20100,4614.571,4338.835,3864.814,4517.227,4164.293,3879.869,4230.119,4658.206,4819.892,4142.581,4459.275,4029.852,4733.994,4856.515,4736.303,4781.42,4590.507
20200,4629.713,4353.378,3877.336,4532.859,4178.152,3892.614,4244.263,4674.3,4836.748,4156.16,4474.266,4042.554,4749.389,4872.453,4751.413,4796.575,4606.005
20300,4645.686,4367.724,3890.007,4547.196,4193.145,3905.537,4258.886,4690.509,4853.122,4170.377,4489.199,4054.684,4765.286,4888.578,4766.675,4812.106,4621.304
20400,4661.044,4382.398,3903.177,4561.607,4207.185,3918.199,4272.954,4706.62,4869.411,4183.897,4504.223,4067.682,4780.367,4904.383,4780.799,4826.905,4637.904
20500,4677.254,4396.552,3915.729,4577.212,4221.571,3930.945,4287.372,4722.117,4885.987,4197.871,4519.561,4080.346,4795.944,4920.63,4795.452,4842.193,4653.639
20600,4693.182,4410.939,3928.864,4592.756,4235.012,3944.027,4301.707,4737.974,4902.668,4211.689,4535.116,4093.093,4811.831,4936.472,4810.326,4857.511,4668.951
20700,4709.789,4426.016,3941.91,4607.701,4249.437,3957.111,4315.953,4753.732,4918.397,4225.478,4551.057,4106.098,4827.246,4952.401,4825.401,4872.821,4684.865
20800,4725.819,4440.156,3954.44,4621.839,4263.778,3969.571,4329.996,4769.209,4934.962,4238.627,4565.587,4118.218,4842.888,4967.903,4839.955,4888.057,4700.475
20900,4741.15,4454.145,3967.343,4637.211,4278.113,3982.665,4343.321,4784.713,4950.554,4252.079,4580.469,4130.637,4857.929,4983.527,4854.935,4902.869,4715.245
21000,4756.602,4468.827,3980.884,4652.517,4292.24,3995.332,4357.829,4800.501,4965.863,4265.843,4595.419,4143.184,4872.722,4998.654,4869.625,4918.488,4731.661
21100,4772.47,4483.055,3993.388,4667.272,4306.528,4007.506,4372.043,4815.798,4982.004,4279.606,4610.221,4155.981,4888.773,5013.835,4884.564,4933.764,4747.125
21200,4788.171,4497.541,4005.876,4681.847,4320.205,4020.567,4385.194,4831.095,4997.908,4292.842,4625.096,4168.745,4903.25,5029.038,4899.571,4947.372,4762.82
21300,4803.226,4511.82,4018.864,4696.251,4334.562,4033.152,4399.54,4846.333,5013.882,4305.805,4639.588,4181.024,4919.579,5044.133,4913.678,4962.658,4778.982
21400,4818.544,4526.174,4031.325,4709.916,4348.564,4046.4,4413.449,4862.108,5030.093,4319.259,4654.729,4194.323,4934.967,5059.611,4928.184,4977.266,4794.617
21500,4833.854,4540.182,4044.033,4725.332,4362.253,4058.091,4427.061,4877.909,5045.448,4332.378,4669.644,4206.863,4950.617,5076.14,4942.909,4991.773,4811.068
21600,4849.893,4554.734,4056.93,4739.666,4376.155,4070.615,4441.442,4893.696,5061.541,4345.619,4684.13,4219.533,4965.73,5091.88,4957.56,5006.506,4826.398
21640,4855.905,4560.418,4062.236,4745.75,4381.901,4075.57,4447.115,4899.915,5067.606,4350.77,4690.155,4224.839,4971.745,5098.112,4963.559,5012.573,4833.102
21700,4865.156,4568.503,4069.916,4755.239,4390.007,4083.059,4455.585,4909.098,5076.601,4358.985,4698.942,4232.422,4980.618,5107.333,4972.836,5020.973,4841.913
21800,4880.926,4582.666,4082.554,4769.232,4403.028,4095.954,4469.811,4924.688,5092.33,4371.756,4713.288,4245.047,4995.996,5122.591,4987.473,5036.127,4856.536
21900,4897.264,4597.163,4095.34,4783.798,4415.92,4107.449,4483.654,4940.068,5108.166,4384.702,4728.646,4258.082,5011.308,5137.949,5002.369,5052.062,4872.345
22000,4913.299,4611.466,4108.095,4798.574,4428.797,4119.784,4497.41,4955.595,5123.601,4397.726,4742.881,4271.339,5026.648,5153.264,5016.363,5065.922,4886.682
22100,4928.15,4625.95,4120.428,4812.549,4442.064,4132.654,4511.732,4971.057,5139.774,4410.983,4757.756,4283.702,5041.302,5168.401,5031.537,5081.001,4901.116
22200,4943.783,4640.348,4133.112,4826.749,4456.041,4144.441,4524.887,4986.387,5155.598,4423.257,4772.067,4296.379,5056.372,5183.142,5046.094,5096.372,4915.787
22300,4959.494,4654.473,4146.48,4841.244,4469.237,4157.066,4538.599,5002.392,5170.593,4436.341,4787.005,4309.134,5071.965,5198.423,5060.04,5111.231,4931.104
22400,4973.808,4667.687,4158.349,4855.322,4482.964,4168.842,4551.792,5017.659,5186.325,4449.487,4801.742,4321.54,5086.647,5213.448,5075.442,5125.613,4946.481
22500,4988.922,4681.801,4170.163,4869.598,4496.335,4181.531,4565.437,5033.192,5201.833,4463.102,4815.6,4333.115,5101.562,5228.47,5089.645,5140.097,4961.677
22600,5003.552,4696.08,4182.618,4884.826,4509.269,4192.939,4578.693,5048.945,5217.57,4476.392,4829.409,4344.849,5116.708,5243.596,5104.582,5154.46,4976.474
22700,5018.646,4709.764,4194.621,4899.766,4522.827,4205.143,4592.414,5064.712,5233.471,4488.83,4844.547,4357.694,5131.44,5259.318,5118.77,5168.458,4991.075
22800,5034.173,4723.697,4207,4914.453,4536.113,4217.278,4606.496,5079.62,5249.768,4501.933,4858.291,4369.886,5146.498,5274.783,5133.214,5182.832,5006.326
22900,5049.721,4737.133,4218.844,4928.953,4550.087,4229.914,4620.265,5095.395,5264.989,4514.612,4872.616,4381.332,5162.025,5289.667,5147.811,5196.809,5021.489
23000,5065.524,4750.479,4231.019,4943.858,4563.682,4241.708,4633.889,5110.64,5280.727,4527.124,4887.531,4393.45,5176.411,5305.163,5162.961,5211.646,5036.321
23100,5081.033,4765.024,4242.383,4958.559,4577.592,4254.164,4646.657,5126.074,5295.958,4540.405,4902.164,4406.067,5191.375,5320.443,5177.442,5225.521,5051.24
23200,5096.666,4779.022,4254.902,4973.071,4591.206,4266.162,4660.62,5141.274,5311.036,4553.304,4916.671,4417.809,5206.572,5335.75,5191.625,5240.559,5066.39
23300,5111.433,4792.93,4267.386,4987.822,4604.186,4278.114,4674.28,5156.635,5326.11,4566.25,4930.754,4430.502,5221.491,5351.113,5205.528,5254.87,5081.822
23400,5125.556,4806.841,4279.532,5001.579,4617.543,4290.106,4687.65,5171.273,5341.565,4578.824,4945.048,4443.288,5237.026,5365.804,5220.412,5268.983,5097.402
23500,5141.315,4820.566,4291.699,5015.79,4630.372,4302.299,4700.916,5186.707,5356.743,4591.386,4960.886,4455.219,5250.927,5381.427,5234.828,5283.154,5112.446
23600,5156.428,4834.55,4303.506,5029.13,4643.394,4314.266,4713.868,5201.645,5371.899,4603.672,4974.87,4467.756,5265.536,5396.124,5249.094,5297.706,5127.659
23700,5172.235,4848.433,4315.062,5042.792,4656.935,4326.226,4727.178,5215.921,5386.962,4616.62,4988.703,4480.221,5280.593,5411.902,5262.96,5312.437,5142.16
23800,5187.356,4862.104,4327.083,5057.493,4670.264,4338.361,4740.564,5230.989,5402.383,4629.716,5002.799,4492.539,5294.694,5426.857,5278.155,5325.601,5156.582
23900,5202.5,4876.093,4339.735,5072.047,4682.66,4349.833,4753.648,5245.875,5418.231,4643.276,5017.223,4504.89,5309.136,5441.131,5292.754,5340.044,5172.528
24000,5217.547,4889.173,4351.946,5086.497,4695.575,4361.953,4766.66,5260.275,5433.505,4656.332,5031.11,4516.888,5324.072,5456.656,5307.312,5354.472,5187.709
24100,5232.151,4902.655,4364.047,5100.559,4708.88,4374.035,4780.424,5275.197,5448.003,4669.103,5045.242,4529.626,5338.161,5471.341,5321.151,5369.204,5202.192
24200,5246.883,4915.939,4375.52,5114.551,4722.223,4385.812,4794.002,5290.296,5462.472,4682.428,5059.719,4541.703,5352.888,5487.186,5335.676,5383.005,5215.83
24300,5261.543,4929.546,4387.987,5128.711,4735.305,4398.387,4807.586,5304.967,5476.786,4694.658,5073.89,4553.842,5366.927,5501.141,5349.874,5397.396,5230.037
24400,5276.325,4942.798,4399.898,5142.925,4748.202,4410.325,4820.893,5319.9,5492.212,4707.106,5088.443,4565.707,5381.656,5516.337,5363.178,5411.509,5244.932
24500,5292.389,4956.439,4411.84,5156.681,4762.13,4422.163,4833.743,5335.787,5507.522,4719.875,5102.593,4578.182,5396.417,5530.329,5377.348,5425.599,5260.328
24600,5307.132,4970.099,4423.941,5170.901,4775.648,4434.33,4847.715,5350.449,5522.287,4732.65,5116.974,4589.021,5410.571,5544.506,5390.721,5439.846,5274.859
24700,5322.218,4983.935,4435.039,5184.578,4788.824,4446.923,4860.948,5364.995,5537.301,4744.709,5130.26,4601.503,5424.448,5559.259,5404.848,5453.714,5289.941
24800,5336.86,4998.069,4447.902,5197.755,4802.055,4459.038,4874.056,5380.683,5552.042,4757.198,5144.082,4613.63,5438.923,5573.825,5418.593,5468.264,5304.668
24900,5352.128,5011.768,4459.769,5211.854,4814.92,4470.702,4887.291,5395.091,5566.922,4769.287,5158.398,4625.316,5453.236,5588.621,5432.845,5482.61,5319.215
25000,5367.073,5024.696,4472.057,5225.932,4827.636,4481.982,4900.762,5410.503,5581.832,4782.088,5172.529,4637.019,5467.134,5603.36,5446.992,5497.332,5334.024
25100,5382.313,5038.602,4484.52,5239.905,4841.555,4493.725,4913.786,5425.909,5596.841,4794.663,5186.571,4649.283,5480.839,5618.592,5461.711,5510.812,5348.956
25200,5397.885,5052.155,4496.578,5253.515,4853.717,4505.657,4927.083,5440.186,5611.849,4807.729,5200.736,4661.09,5495.179,5632.14,5476.107,5525.016,5363.847
25300,5412.576,5065.462,4508.466,5267.558,4866.468,4517.864,4940.294,5454.884,5627.015,4819.129,5214.922,4672.78,5510.025,5647.048,5489.369,5538.501,5378.837
25400,5427.438,5079.005,4520.029,5281.383,4878.941,4529.588,4953.546,5469.37,5641.671,4832.109,5229.116,4684.024,5523.615,5661.487,5502.673,5551.87,5393.072
25500,5441.904,5092.097,4532.015,5295.41,4891.532,4541.296,4966.875,5484.331,5657.22,4844.167,5242.716,4696.33,5537.695,5676.012,5515.926,5566.098,5407.543
25600,5456.745,5104.866,4543.861,5309.232,4903.561,4553.625,4979.833,5498.9,5671.401,4856.167,5256.371,4707.582,5552.168,5690.866,5529.692,5579.961,5422.166
25700,5470.701,5117.65,4555.681,5323.033,4916.091,4565.431,4993.493,5513.442,5686.526,4867.169,5270.084,4719.603,5565.933,5705.901,5543.419,5594.524,5436.435
25800,5485.835,5131.206,4567.432,5336.581,4929.783,4577.104,5006.392,5528.188,5701.325,4880.007,5283.706,4731.643,5579.785,5719.825,5556.621,5608.354,5450.955
25900,5500.833,5144.657,4578.961,5350.26,4942.769,4589.612,5018.722,5542.987,5716.368,4892.56,5297.363,4743.323,5594.127,5733.827,5569.766,5622.255,5465.358
26000,5515.653,5157.793,4590.249,5364.077,4955.333,4601.475,5031.945,5558.003,5731.039,4905.42,5312.051,4755.661,5608.948,5748.66,5582.918,5636.731,5479.517
26100,5530.455,5171.001,4601.56,5376.614,4968.745,4613.432,5044.361,5572.376,5745.901,4917.974,5326.099,4767.722,5623.271,5763.081,5596.056,5650.306,5493.538
26200,5545.041,5183.955,4612.718,5390.718,4981.069,4625.339,5056.505,5587.281,5760.087,4930.355,5340.418,4779.537,5637.662,5778.198,5609.68,5664.135,5507.909
26300,5559.692,5197.014,4624.497,5404.251,4993.929,4636.733,5070.328,5602.309,5774.945,4943.126,5354.797,4790.573,5652.539,5792.881,5623.566,5677.781,5522.009
26400,5573.742,5210.981,4635.775,5417.801,5006.717,4648.521,5082.672,5617.08,5790.07,4955.536,5368.993,4802.65,5666.766,5807.958,5637.314,5691.184,5536.06
26500,5588.222,5224.295,4647.16,5431.204,5018.092,4660.075,5096.225,5631.448,5804.512,4967.861,5383.236,4815.021,5680.981,5821.896,5650.859,5705.181,5550.235
26600,5602.863,5238.104,4659.036,5444.492,5030.67,4671.172,5109.464,5646.269,5818.282,4979.787,5397.37,4826.449,5695.273,5836.128,5664.483,5719.307,5564.225
26700,5617.395,5251.336,4670.24,5457.909,5042.769,4682.611,5122.146,5661.067,5832.31,4991.866,5411.004,4838.126,5709.205,5849.922,5678.191,5732.647,5577.901
26800,5632.557,5264.69,4681.759,5471.273,5055.351,4694.924,5134.461,5675.787,5846.655,5004.389,5424.676,4849.54,5722.61,5863.592,5691.584,5746.857,5592.236
26900,5646.737,5278.158,4693.077,5484.495,5068.555,4705.738,5146.977,5690.593,5860.318,5015.606,5438.697,4860.879,5736.557,5878.234,5704.604,5760.329,5606.589
27000,5660.073,5290.655,4704.819,5498.485,5081.376,4716.781,5159.487,5705.119,5874.928,5028.094,5452.784,4871.682,5750.23,5892.722,5718.239,5773.783,5621.422
27100,5674.933,5303.779,4716.052,5511.882,5093.828,4728.301,5172.541,5719.59,5889.377,5040.13,5466.722,4883.899,5764.251,5906.688,5732.255,5786.93,5635.621
27200,5689.319,5317.236,4727.502,5524.817,5106.161,4739.621,5185.296,5733.983,5903.574,5051.856,5481.038,4895.536,5778.723,5920.308,5745.295,5801.073,5649.978
27300,5703.176,5329.972,4738.991,5538.268,5118.01,4750.642,5197.694,5748.165,5917.174,5064.445,5495.246,4907.444,5792.283,5933.606,5757.976,5814.415,5663.753
27400,5717.305,5342.775,4750.376,5551.666,5131.054,4762.193,5210.453,5761.422,5931.474,5076.574,5509.521,4919.432,5805.455,5947.443,5771.422,5827.662,5678.171
27500,5731.458,5355.529,4762.036,5565.194,5143.587,4773.679,5223.092,5776.507,5945.821,5088.601,5523.959,4930.553,5820.042,5961.972,5784.768,5841.718,5691.698
27600,5745.81,5368.61,4773.664,5578.479,5156.324,4785.282,5236.096,5790.644,5959.898,5100.527,5537.889,4942.351,5833.385,5975.585,5798.577,5855.363,5706.262
27700,5759.853,5380.98,4784.634,5592.541,5169.029,4796.944,5248.567,5804.379,5972.886,5113.022,5551.926,4953.633,5847.881,5990.017,5811.194,5868.888,5720.067
27800,5774.26,5394.031,4796.07,5605.405,5181.414,4808.203,5261.358,5818.833,5986.868,5125.326,5565.941,4964.794,5861.619,6004.191,5824.611,5882.361,5734.341
27900,5788.729,5406.741,4807.774,5619.384,5194.131,4819.313,5273.544,5832.537,6001.76,5137.724,5579.198,4975.926,5876.177,6018.461,5837.698,5896.085,5748.493
28000,5802.446,5419.313,4819.199,5633.223,5206.646,4830.842,5285.773,5846.142,6016.267,5149.211,5593.321,4987.444,5889.26,6032.415,5850.793,5909.889,5763.433
28100,5817.424,5432.437,4829.896,5647.402,5219.024,4841.649,5298.355,5859.961,6030.707,5160.924,5606.997,4998.772,5903.054,6046.548,5863.964,5923.54,5777.431
28200,5830.453,5445.667,4841.464,5660.776,5231.429,4852.642,5311.296,5873.948,6044.858,5173.294,5619.796,5010.27,5916.77,6060.154,5877.907,5936.401,5791.796
28300,5844.888,5458.571,4852.793,5674.225,5243.624,4863.83,5323.664,5887.339,6059.042,5184.922,5632.328,5021.73,5929.836,6073.419,5891.224,5949.812,5805.74
